Text,Target
আপনি কি recently health check-up report read করেছেন? আমি ভাবছিলাম all properly understood হয়েছে কি না। Report read করলে next step plan করা easy হবে।,Have you recently read your health check-up report? I was thinking whether everything was properly understood. Reading the report will make planning the next step easy.
আপনি কি আজকে stretching exercises করেছেন? আমি ভাবছিলাম all properly follow করেছেন কি না। Stretching complete হলে body flexible হবে।,"Did you do stretching exercises today? I was thinking whether you properly followed all steps. After stretching, your body will be flexible."
আপনি কি recently heart rate monitor করেছেন? আমি ভাবছিলাম all properly readings note করেছেন কি না। HR monitor করলে fitness progress clear হবে।,Have you recently monitored your heart rate? I was thinking whether you properly noted all readings. Monitoring HR will show clear fitness progress.
আপনি কি আজকে outdoor activity participate করেছেন? আমি ভাবছিলাম all properly enjoy করেছেন কি না। Activity complete হলে mood fresh হবে।,"Did you participate in an outdoor activity today? I was thinking whether you properly enjoyed it. After the activity, your mood will be fresh."
আপনি কি recently mental health break নিলেন? আমি ভাবছিলাম all properly relax হয়েছে কি না। Break নিলে stress কমবে।,Have you recently taken a mental health break? I was thinking whether you properly relaxed. Taking a break will reduce stress.
আপনি কি আজকে nutrition plan follow করেছেন? আমি ভাবছিলাম all meals properly according plan ছিল কি না। Plan follow করলে health maintain হবে।,Did you follow your nutrition plan today? I was thinking whether all meals were according to plan. Following the plan will maintain health.
আপনি কি recently fitness goal set করেছেন? আমি ভাবছিলাম all properly achievable goals রেখেছেন কি না। Goal follow করলে motivation boost হবে।,Have you recently set a fitness goal? I was thinking whether you set properly achievable goals. Following the goal will boost motivation.
আপনি কি আজকে protein intake properly monitor করেছেন? আমি ভাবছিলাম all properly achieve হয়েছে কি না। Protein intake health benefit করবে।,Did you properly monitor your protein intake today? I was thinking whether you achieved it properly. Protein intake will benefit your health.
আপনি কি recently dietitian advice follow করেছেন? আমি ভাবছিলাম all properly applied হয়েছে কি না। Advice follow করলে health improve হবে।,Have you recently followed your dietitian’s advice? I was thinking whether everything was properly applied. Following the advice will improve your health.
আপনি কি আজকে hydration properly maintain করেছেন? আমি ভাবছিলাম all water properly consume হয়েছে কি না। Hydration maintain করলে energy boost হবে।,Did you properly maintain hydration today? I was thinking whether you consumed all water properly. Maintaining hydration will boost energy.
আপনি কি আজকে office report submit করেছেন? আমি ভাবছিলাম all data properly check করেছেন কি না। Report submit করলে manager update পাবেন।,"Did you submit the office report today? I was thinking whether you properly checked all data. After submission, the manager will get an update."
আপনি কি recently team meeting attend করেছেন? আমি ভাবছিলাম all agenda properly discuss হয়েছে কি না। Meeting complete হলে next step plan করা easy হবে।,"Have you recently attended a team meeting? I was thinking whether all agenda points were properly discussed. After the meeting, planning the next step will be easy."
আপনি কি আজকে client email reply করেছেন? আমি ভাবছিলাম all points properly cover করেছেন কি না। Email send করলে communication clear হবে।,Did you reply to the client’s email today? I was thinking whether all points were properly covered. Sending the email will make communication clear.
আপনি কি recently project task update করেছেন? আমি ভাবছিলাম all status properly note করেছেন কি না। Task update হলে progress track করা easy হবে।,Have you recently updated a project task? I was thinking whether you properly noted all statuses. Updating the task will make tracking progress easy.
আপনি কি আজকে presentation prepare করেছেন? আমি ভাবছিলাম all slides properly organized হয়েছে কি না। Presentation complete হলে manager review করতে পারবে।,"Did you prepare a presentation today? I was thinking whether all slides were properly organized. After completing the presentation, the manager can review it."
আপনি কি recently meeting agenda circulate করেছেন? আমি ভাবছিলাম all points properly listed হয়েছে কি না। Agenda share হলে everyone informed থাকবে।,Have you recently circulated the meeting agenda? I was thinking whether all points were properly listed. Sharing the agenda will keep everyone informed.
আপনি কি আজকে client call schedule করেছেন? আমি ভাবছিলাম all points properly prepared হয়েছে কি না। Call complete হলে discussion clear হবে।,"Did you schedule a client call today? I was thinking whether all points were properly prepared. After the call, the discussion will be clear."
আপনি কি recently report analysis করেছেন? আমি ভাবছিলাম all data properly interpreted হয়েছে কি না। Analysis complete হলে decision easy হবে।,"Have you recently analyzed a report? I was thinking whether all data was properly interpreted. After the analysis, decision-making will be easier."
আপনি কি আজকে document review করেছেন? আমি ভাবছিলাম all details properly check করেছেন কি না। Review complete হলে final approval নিতে পারি।,"Did you review a document today? I was thinking whether you properly checked all details. After the review, we can take final approval."
আজকে আমি office গিয়েছিলাম। পথে traffic অনেক heavy ছিল। আমার laptop হাতে ছিল। colleagueদের সঙ্গে meeting করেছি। বিকেলে coffee break নিয়েছি।,"Today I went to the office. The traffic was very heavy on the way. I had my laptop with me. I had a meeting with colleagues. In the evening, I took a coffee break."
আমি আজকে market গিয়েছিলাম। কিছু fresh vegetables এবং fruits কিনেছি। cashier এর সঙ্গে bill check করেছি। বিকেলে বন্ধুদের সঙ্গে snack করেছি।,"Today I went to the market. I bought some fresh vegetables and fruits. I checked the bill with the cashier. In the evening, I had snacks with friends."
আজকে আমি school এ গিয়েছিলাম। teacher নতুন lesson explain করেছেন। classmatesদের সঙ্গে group discussion করেছি। lunch এর পর library গিয়েছি।,"Today I went to school. The teacher explained a new lesson. I had a group discussion with classmates. After lunch, I went to the library."
আমি আজকে hospital গিয়েছিলাম। doctor আমাকে checkup করেছেন। কিছু medicines লিখে দিয়েছেন। pharmacy থেকে medicines নিয়ে এসেছে। বিকেলে family-এর সঙ্গে কথা বলেছি।,"Today I went to the hospital. The doctor checked me. He prescribed some medicines. I picked up the medicines from the pharmacy. In the evening, I talked to my family."
আজকে আমি restaurant এ গিয়েছিলাম। waiter আমাকে menu দেখিয়েছেন। আমি burger এবং fries order করেছি। meal পরে খেয়েছি এবং dessert খেয়েছি।,Today I went to the restaurant. The waiter showed me the menu. I ordered a burger and fries. I ate the meal and had dessert afterwards.
আমি আজকে online class করেছি। teacher Zoom এ নতুন topic explain করেছেন। classmatesদের সঙ্গে notes share করেছি। class শেষের পর assignment submit করেছি।,"Today I attended an online class. The teacher explained a new topic on Zoom. I shared notes with classmates. After class, I submitted the assignment."
আজকে আমি park এ গিয়েছিলাম। bicycle চালিয়েছি এবং jogging করেছি। কিছু photos তুলেছি। evening এ coffee shop-এ গিয়েছি।,"Today I went to the park. I rode my bicycle and did jogging. I took some photos. In the evening, I went to a coffee shop."
আমি আজকে bus এ travel করেছি। পথে heavy traffic ছিল। mobile দিয়ে music শুনেছি। কিছু stops এ passengers নেমেছে।,Today I traveled by bus. The traffic was heavy on the way. I listened to music on my mobile. Some passengers got off at stops.
আজকে আমি cinema গিয়েছিলাম। new movie দেখেছি। popcorn খেয়েছি এবং friends এর সঙ্গে laugh করেছি। movie শেষের পর coffee shop গিয়েছি।,"Today I went to the cinema. I watched a new movie. I ate popcorn and laughed with friends. After the movie, I went to a coffee shop."
আমি আজকে office এ project review করেছি। colleagueদের feedback নিয়েছি। report finalize করেছি। afternoon এ manager-এর সঙ্গে discussion করেছি।,"Today I did a project review at the office. I collected feedback from colleagues. I finalized the report. In the afternoon, I had a discussion with the manager."
"আজকে আমি grocery store গিয়েছিলাম। milk, eggs এবং bread কিনেছি। cashier থেকে bill pay করেছি। evening এ family-এর সঙ্গে dinner করেছি।","Today I went to the grocery store. I bought milk, eggs, and bread. I paid the bill at the cashier. In the evening, I had dinner with my family."
আমি আজকে hospital গিয়েছিলাম। nurse আমাকে medicine দিয়ে সাহায্য করেছেন। doctor নতুন advice দিয়েছেন। afternoon এ pharmacy থেকে medicine নিয়ে এসেছে।,"Today I went to the hospital. The nurse helped me with the medicine. The doctor gave new advice. In the afternoon, I collected medicine from the pharmacy."
আজকে আমি online shopping করেছি। new shoes order করেছি। delivery confirm হয়েছে। বিকেলে parcel receive করেছি।,"Today I did online shopping. I ordered new shoes. The delivery was confirmed. In the evening, I received the parcel."
আমি আজকে restaurant এ গিয়েছিলাম। waiter আমাকে seat দেখিয়েছেন। আমি pasta এবং juice order করেছি। meal শেষে dessert খেয়েছি।,"Today I went to the restaurant. The waiter showed me a seat. I ordered pasta and juice. After the meal, I had dessert."
আজকে আমি school এ exam দিয়েছি। teacher exam paper check করেছেন। classmatesদের সঙ্গে answers compare করেছি। afternoon এ home গিয়েছি।,"Today I gave an exam at school. The teacher checked the exam paper. I compared answers with classmates. In the afternoon, I went home."
আমি আজকে park এ গিয়েছিলাম। friends সঙ্গে football খেলেছি। কিছু photos তুলেছি। evening এ ice cream খেয়েছি।,"Today I went to the park. I played football with friends. I took some photos. In the evening, I had ice cream."
আজকে আমি bus এ travel করেছি। mobile দিয়ে music শুনেছি। roadside stalls থেকে snack কিনেছি। afternoon এ office পৌঁছেছি।,"Today I traveled by bus. I listened to music on my mobile. I bought snacks from roadside stalls. In the afternoon, I reached the office."
আমি আজকে online class করেছি। teacher নতুন topic explain করেছেন। classmatesদের সঙ্গে notes share করেছি। class শেষে assignment submit করেছি।,"Today I attended an online class. The teacher explained a new topic. I shared notes with classmates. After the class, I submitted the assignment."
আজকে আমি cinema গিয়েছিলাম। new movie দেখেছি। popcorn খেয়েছি এবং friends-এর সঙ্গে enjoy করেছি। movie শেষে coffee shop গিয়েছি।,"Today I went to the cinema. I watched a new movie. I ate popcorn and enjoyed with friends. After the movie, I went to a coffee shop."
আমি আজকে office এ project work করেছি। colleagueদের সঙ্গে discussion করেছি। report finalize করেছি। afternoon এ manager-এর approval নিয়েছি।,"Today I worked on a project at the office. I discussed with colleagues. I finalized the report. In the afternoon, I got manager approval."
"আজকে আমি grocery store গিয়েছিলাম। fruits, vegetables এবং milk কিনেছি। cashier থেকে bill pay করেছি। evening এ family-এর সঙ্গে dinner করেছি।","Today I went to the grocery store. I bought fruits, vegetables, and milk. I paid the bill at the cashier. In the evening, I had dinner with family."
আমি আজকে hospital গিয়েছিলাম। nurse আমাকে medicine দিয়েছেন। doctor advice দিয়েছেন। afternoon এ pharmacy থেকে medicine collect করেছি।,"Today I went to the hospital. The nurse gave me medicine. The doctor gave advice. In the afternoon, I collected medicine from the pharmacy."
আজকে আমি online shopping করেছি। new dress order করেছি। delivery confirm হয়েছে। evening এ parcel receive করেছি।,"Today I did online shopping. I ordered a new dress. The delivery was confirmed. In the evening, I received the parcel."
আমি আজকে restaurant এ গিয়েছিলাম। waiter আমাকে menu দেখিয়েছেন। আমি burger এবং coffee order করেছি। meal শেষে dessert খেয়েছি।,"Today I went to the restaurant. The waiter showed me the menu. I ordered a burger and coffee. After the meal, I had dessert."
আজকে আমি train এ travel করেছি। পথে অনেক traffic ছিল। mobile দিয়ে music শুনেছি। কিছু photos তুলেছি। afternoon এ station পৌঁছেছি।,"Today I traveled by train. There was a lot of traffic on the way. I listened to music on my mobile. I took some photos. In the afternoon, I reached the station."
আমি আজকে bus এ travel করেছি। friends সঙ্গে কথা বলেছি। roadside stalls থেকে snacks কিনেছি। afternoon এ office পৌঁছেছি।,"Today I traveled by bus. I talked with friends. I bought snacks from roadside stalls. In the afternoon, I reached the office."
আজকে আমি cinema গিয়েছিলাম। new movie দেখেছি। popcorn খেয়েছি এবং friends-এর সঙ্গে enjoy করেছি। movie শেষে coffee shop গিয়েছি।,"Today I went to the cinema. I watched a new movie. I ate popcorn and enjoyed with friends. After the movie, I went to a coffee shop."
আমি আজকে office এ project work করেছি। colleagueদের সঙ্গে discussion করেছি। report finalize করেছি। afternoon এ manager-এর approval নিয়েছি।,"Today I worked on a project at the office. I discussed with colleagues. I finalized the report. In the afternoon, I got manager approval."
"আজকে আমি grocery store গিয়েছিলাম। fruits, vegetables এবং milk কিনেছি। cashier থেকে bill pay করেছি। evening এ family-এর সঙ্গে dinner করেছি।","Today I went to the grocery store. I bought fruits, vegetables, and milk. I paid the bill at the cashier. In the evening, I had dinner with family."
আমি আজকে hospital গিয়েছিলাম। nurse আমাকে medicine দিয়েছেন। doctor advice দিয়েছেন। afternoon এ pharmacy থেকে medicine collect করেছি।,"Today I went to the hospital. The nurse gave me medicine. The doctor gave advice. In the afternoon, I collected medicine from the pharmacy."
আজকে আমি online shopping করেছি। new dress order করেছি। delivery confirm হয়েছে। evening এ parcel receive করেছি।,"Today I did online shopping. I ordered a new dress. The delivery was confirmed. In the evening, I received the parcel."
আমি আজকে restaurant এ গিয়েছিলাম। waiter আমাকে menu দেখিয়েছেন। আমি burger এবং coffee order করেছি। meal শেষে dessert খেয়েছি।,"Today I went to the restaurant. The waiter showed me the menu. I ordered a burger and coffee. After the meal, I had dessert."
আজকে আমি park এ গিয়েছিলাম। bicycle চালিয়েছি এবং jogging করেছি। কিছু photos তুলেছি। evening এ coffee shop-এ গিয়েছি।,"Today I went to the park. I rode my bicycle and did jogging. I took some photos. In the evening, I went to a coffee shop."
আমি আজকে school এ গিয়েছিলাম। teacher নতুন lesson explain করেছেন। classmatesদের সঙ্গে group discussion করেছি। lunch এর পর library গিয়েছি।,"Today I went to school. The teacher explained a new lesson. I had a group discussion with classmates. After lunch, I went to the library."
আজকে আমি office গিয়েছিলাম। colleagueদের সঙ্গে meeting করেছি। laptop দিয়ে presentation করেছি। afternoon এ coffee break নিয়েছি।,"Today I went to the office. I had a meeting with colleagues. I did a presentation using my laptop. In the afternoon, I took a coffee break."
আমি আজকে market গিয়েছিলাম। fresh vegetables এবং fruits কিনেছি। cashier এর সঙ্গে bill check করেছি। বিকেলে বন্ধুদের সঙ্গে snack করেছি।,"Today I went to the market. I bought fresh vegetables and fruits. I checked the bill with the cashier. In the evening, I had snacks with friends."
আজকে আমি train এ travel করেছি। mobile দিয়ে music শুনেছি। roadside view দেখেছি। afternoon এ station পৌঁছেছি।,"Today I traveled by train. I listened to music on my mobile. I enjoyed the roadside view. In the afternoon, I reached the station."
আমি আজকে bus এ travel করেছি। friends সঙ্গে conversation করেছি। mobile দিয়ে video দেখেছি। afternoon এ office পৌঁছেছি।,"Today I traveled by bus. I had a conversation with friends. I watched videos on my mobile. In the afternoon, I reached the office."
আজকে আমি cinema গিয়েছিলাম। new movie দেখেছি। popcorn খেয়েছি। friends-এর সঙ্গে laugh করেছি। movie শেষে coffee shop গিয়েছি।,"Today I went to the cinema. I watched a new movie. I ate popcorn. I laughed with friends. After the movie, I went to a coffee shop."
আমি আজকে office এ project work করেছি। colleagueদের সঙ্গে discussion করেছি। report finalize করেছি। afternoon এ manager-এর approval নিয়েছি।,"Today I worked on a project at the office. I discussed with colleagues. I finalized the report. In the afternoon, I got manager approval."
"আজকে আমি grocery store গিয়েছিলাম। milk, eggs এবং bread কিনেছি। cashier থেকে bill pay করেছি। evening এ family-এর সঙ্গে dinner করেছি।","Today I went to the grocery store. I bought milk, eggs, and bread. I paid the bill at the cashier. In the evening, I had dinner with family."
আমি আজকে hospital গিয়েছিলাম। doctor আমাকে checkup করেছেন। nurse কিছু medicine দিয়েছেন। afternoon এ pharmacy থেকে medicine collect করেছি।,"Today I went to the hospital. The doctor checked me. The nurse gave some medicine. In the afternoon, I collected the medicine from the pharmacy."
আজকে আমি online shopping করেছি। new shoes order করেছি। delivery confirm হয়েছে। evening এ parcel receive করেছি।,"Today I did online shopping. I ordered new shoes. The delivery was confirmed. In the evening, I received the parcel."
আমি আজকে restaurant এ গিয়েছিলাম। waiter আমাকে seat দেখিয়েছেন। আমি pasta এবং juice order করেছি। meal শেষে dessert খেয়েছি।,"Today I went to the restaurant. The waiter showed me a seat. I ordered pasta and juice. After the meal, I had dessert."
আজকে আমি park এ গিয়েছিলাম। friends সঙ্গে football খেলেছি। কিছু photos তুলেছি। evening এ ice cream খেয়েছি।,"Today I went to the park. I played football with friends. I took some photos. In the evening, I had ice cream."
আমি আজকে bus এ travel করেছি। mobile দিয়ে music শুনেছি। roadside stalls থেকে snack কিনেছি। afternoon এ office পৌঁছেছি।,"Today I traveled by bus. I listened to music on my mobile. I bought snacks from roadside stalls. In the afternoon, I reached the office."
আজকে আমি online class করেছি। teacher নতুন topic explain করেছেন। classmatesদের সঙ্গে notes share করেছি। class শেষে assignment submit করেছি।,"Today I attended an online class. The teacher explained a new topic. I shared notes with classmates. After the class, I submitted the assignment."
আমি আজকে cinema গিয়েছিলাম। new movie দেখেছি। popcorn খেয়েছি এবং friends-এর সঙ্গে enjoy করেছি। movie শেষে coffee shop গিয়েছি।,"Today I went to the cinema. I watched a new movie. I ate popcorn and enjoyed with friends. After the movie, I went to a coffee shop."
আমি আজকে office এ project work করেছি। colleagueদের সঙ্গে discussion করেছি। report finalize করেছি। afternoon এ manager-এর approval নিয়েছি।,"Today I worked on a project at the office. I discussed with colleagues. I finalized the report. In the afternoon, I got manager approval."
আজকে আমি train এ travel করেছি। আমার laptop নিয়ে গিয়েছিলাম। onderweg coffee খেয়েছি। friends সঙ্গে chat করেছি। afternoon এ station পৌঁছেছি।,"Today I traveled by train. I took my laptop with me. I drank coffee on the way. I chatted with friends. In the afternoon, I reached the station."
আমি আজকে bus এ travel করেছি। mobile দিয়ে music শুনেছি। roadside stalls থেকে snacks কিনেছি। কিছু passengers সঙ্গে কথা বলেছি। afternoon এ office পৌঁছেছি।,"Today I traveled by bus. I listened to music on my mobile. I bought snacks from roadside stalls. I talked with some passengers. In the afternoon, I reached the office."
আজকে আমি cinema গিয়েছিলাম। new movie দেখেছি। popcorn খেয়েছি। friends-এর সঙ্গে enjoy করেছি। movie শেষে coffee shop গিয়েছি।,"Today I went to the cinema. I watched a new movie. I ate popcorn. I enjoyed with friends. After the movie, I went to a coffee shop."
আমি আজকে office এ project review করেছি। colleagueদের feedback নিয়েছি। report finalize করেছি। afternoon এ manager-এর সঙ্গে meeting করেছি।,"Today I did a project review at the office. I collected feedback from colleagues. I finalized the report. In the afternoon, I had a meeting with the manager."
"আজকে আমি grocery store গিয়েছিলাম। fruits, vegetables এবং milk কিনেছি। cashier থেকে bill pay করেছি। evening এ family-এর সঙ্গে dinner করেছি।","Today I went to the grocery store. I bought fruits, vegetables, and milk. I paid the bill at the cashier. In the evening, I had dinner with family."
আমি আজকে hospital গিয়েছিলাম। doctor আমাকে checkup করেছেন। nurse কিছু medicine দিয়েছেন। pharmacy থেকে medicines collect করেছি। evening এ family-এর সঙ্গে কথা বলেছি।,"Today I went to the hospital. The doctor checked me. The nurse gave some medicine. I collected medicines from the pharmacy. In the evening, I talked with family."
আজকে আমি online shopping করেছি। new shoes এবং bag order করেছি। delivery confirm হয়েছে। evening এ parcel receive করেছি।,"Today I did online shopping. I ordered new shoes and a bag. The delivery was confirmed. In the evening, I received the parcel."
আমি আজকে restaurant এ গিয়েছিলাম। waiter আমাকে menu দেখিয়েছেন। আমি burger এবং coffee order করেছি। meal শেষে dessert খেয়েছি।,"Today I went to the restaurant. The waiter showed me the menu. I ordered a burger and coffee. After the meal, I had dessert."
আজকে আমি park এ গিয়েছিলাম। bicycle চালিয়েছি এবং jogging করেছি। friends সঙ্গে football খেলেছি। evening এ ice cream খেয়েছি।,"Today I went to the park. I rode my bicycle and did jogging. I played football with friends. In the evening, I had ice cream."
আমি আজকে school এ গিয়েছিলাম। teacher নতুন lesson explain করেছেন। classmatesদের সঙ্গে group discussion করেছি। lunch এর পর library গিয়েছি।,"Today I went to school. The teacher explained a new lesson. I had a group discussion with classmates. After lunch, I went to the library."
আজকে আমি office গিয়েছিলাম। colleagueদের সঙ্গে meeting করেছি। laptop দিয়ে presentation করেছি। afternoon এ coffee break নিয়েছি।,"Today I went to the office. I had a meeting with colleagues. I did a presentation on my laptop. In the afternoon, I took a coffee break."
আমি আজকে market গিয়েছিলাম। fresh vegetables এবং fruits কিনেছি। cashier-এর সঙ্গে bill check করেছি। evening এ friends সঙ্গে snack করেছি।,"Today I went to the market. I bought fresh vegetables and fruits. I checked the bill with the cashier. In the evening, I had snacks with friends."
আজকে আমি train এ travel করেছি। mobile দিয়ে music শুনেছি। roadside view enjoy করেছি। afternoon এ station পৌঁছেছি।,"Today I traveled by train. I listened to music on my mobile. I enjoyed the roadside view. In the afternoon, I reached the station."
আমি আজকে bus এ travel করেছি। friends সঙ্গে conversation করেছি। mobile দিয়ে video দেখেছি। afternoon এ office পৌঁছেছি।,"Today I traveled by bus. I had a conversation with friends. I watched videos on my mobile. In the afternoon, I reached the office."
আজকে আমি cinema গিয়েছিলাম। new movie দেখেছি। popcorn খেয়েছি। friends-এর সঙ্গে laugh করেছি। movie শেষে coffee shop গিয়েছি।,"Today I went to the cinema. I watched a new movie. I ate popcorn. I laughed with friends. After the movie, I went to a coffee shop."
আমি আজকে office এ project work করেছি। colleagueদের সঙ্গে discussion করেছি। report finalize করেছি। afternoon এ manager-এর approval নিয়েছি।,"Today I worked on a project at the office. I discussed with colleagues. I finalized the report. In the afternoon, I got manager approval."
"আজকে আমি grocery store গিয়েছিলাম। milk, eggs এবং bread কিনেছি। cashier থেকে bill pay করেছি। evening এ family-এর সঙ্গে dinner করেছি।","Today I went to the grocery store. I bought milk, eggs, and bread. I paid the bill at the cashier. In the evening, I had dinner with family."
আমি আজকে hospital গিয়েছিলাম। doctor আমাকে checkup করেছেন। nurse কিছু medicine দিয়েছেন। afternoon এ pharmacy থেকে medicine collect করেছি।,"Today I went to the hospital. The doctor checked me. The nurse gave some medicine. In the afternoon, I collected the medicine from the pharmacy."
আজকে আমি online shopping করেছি। new dress order করেছি। delivery confirm হয়েছে। evening এ parcel receive করেছি।,"Today I did online shopping. I ordered a new dress. The delivery was confirmed. In the evening, I received the parcel."
আমি আজকে restaurant এ গিয়েছিলাম। waiter আমাকে menu দেখিয়েছেন। আমি pasta এবং juice order করেছি। meal শেষে dessert খেয়েছি।,"Today I went to the restaurant. The waiter showed me the menu. I ordered pasta and juice. After the meal, I had dessert."
আজকে আমি park এ গিয়েছিলাম। friends সঙ্গে football খেলেছি। কিছু photos তুলেছি। evening এ ice cream খেয়েছি।,"Today I went to the park. I played football with friends. I took some photos. In the evening, I had ice cream."
আমি আজকে bus এ travel করেছি। mobile দিয়ে music শুনেছি। roadside stalls থেকে snack কিনেছি। afternoon এ office পৌঁছেছি।,"Today I traveled by bus. I listened to music on my mobile. I bought snacks from roadside stalls. In the afternoon, I reached the office."
আজকে আমি online class করেছি। teacher নতুন topic explain করেছেন। classmatesদের সঙ্গে notes share করেছি। class শেষে assignment submit করেছি।,"Today I attended an online class. The teacher explained a new topic. I shared notes with classmates. After the class, I submitted the assignment."
আমি আজকে cinema গিয়েছিলাম। new movie দেখেছি। popcorn খেয়েছি এবং friends-এর সঙ্গে enjoy করেছি। movie শেষে coffee shop গিয়েছি।,"Today I went to the cinema. I watched a new movie. I ate popcorn and enjoyed with friends. After the movie, I went to a coffee shop."
আমি আজকে Facebook এ post করেছি। friends অনেক like দিয়েছে। কিছু comment এসেছে। আমি reply করেছি। evening এ Instagram এ story upload করেছি।,"Today I posted on Facebook. Many friends liked it. Some comments came in. I replied to them. In the evening, I uploaded a story on Instagram."
আজকে আমি WhatsApp group এ message পাঠিয়েছি। friends আমাকে response দিয়েছে। আমরা plan করেছি weekend এ movie দেখার।,Today I sent a message in the WhatsApp group. My friends responded. We planned to watch a movie on the weekend.
আমি আজকে Instagram এ photo upload করেছি। followers অনেক like দিয়েছে। আমি তাদের comment reply করেছি। evening এ TikTok video দেখেছি।,"Today I uploaded a photo on Instagram. Many followers liked it. I replied to their comments. In the evening, I watched a TikTok video."
আজকে আমি friend কে Messenger এ message করেছি। সে আমাকে funny video পাঠিয়েছে। আমি laugh করেছি। আমরা video share করেছি।,Today I messaged a friend on Messenger. He sent me a funny video. I laughed. We shared the video.
আমি আজকে YouTube এ video দেখেছি। কিছু new tutorial শিখেছি। আমি friend কে link পাঠিয়েছি। afternoon এ Facebook এ post share করেছি।,"Today I watched a video on YouTube. I learned some new tutorials. I sent the link to a friend. In the afternoon, I shared the post on Facebook."
আজকে আমি phone এ call করেছি friend কে। আমরা dinner এর plan discuss করেছি। evening এ restaurant এ মিলিত হয়েছি।,"Today I called a friend. We discussed our dinner plans. In the evening, we met at the restaurant."
আমি আজকে TikTok এ new video upload করেছি। friends অনেক reaction দিয়েছে। আমি তাদের comment reply করেছি। evening এ Instagram এ story upload করেছি।,"Today I uploaded a new video on TikTok. Many friends reacted. I replied to their comments. In the evening, I uploaded a story on Instagram."
আজকে আমি WhatsApp এ group call করেছি। friends সঙ্গে chat করেছি। আমরা weekend plan discuss করেছি।,Today I did a group call on WhatsApp. I chatted with friends. We discussed the weekend plan.
আমি আজকে Messenger এ funny meme share করেছি। friend খুব হাসেছে। আমরা ভিডিও দেখেছি। afternoon এ TikTok video দেখেছি।,"Today I shared a funny meme on Messenger. My friend laughed a lot. We watched videos. In the afternoon, I watched a TikTok video."
আজকে আমি Instagram এ reels দেখেছি। কিছু new trend শিখেছি। আমি friends সঙ্গে share করেছি। evening এ Facebook এ post like করেছি।,"Today I watched reels on Instagram. I learned some new trends. I shared them with friends. In the evening, I liked a post on Facebook."
আমি আজকে phone এ call করেছি family কে। তাদের সঙ্গে কিছু important discuss করেছি। evening এ message pathিয়েছি।,"Today I called my family. I discussed some important matters with them. In the evening, I sent them a message."
আজকে আমি Twitter এ post করেছি। followers অনেক like দিয়েছে। আমি তাদের comment reply করেছি। afternoon এ Instagram story upload করেছি।,"Today I posted on Twitter. Many followers liked it. I replied to their comments. In the afternoon, I uploaded a story on Instagram."
আমি আজকে WhatsApp group এ voice message pathিয়েছি। friends আমাকে response দিয়েছে। আমরা weekend plan finalize করেছি।,Today I sent a voice message in a WhatsApp group. My friends responded. We finalized the weekend plan.
আজকে আমি Messenger এ friend কে funny GIF pathিয়েছি। সে আমাকে video পাঠিয়েছে। আমরা laugh করেছি। afternoon এ Instagram video দেখেছি।,"Today I sent a funny GIF to a friend on Messenger. He sent me a video. We laughed. In the afternoon, I watched an Instagram video."
আমি আজকে TikTok video দেখেছি। কিছু funny trend শিখেছি। আমি friend কে share করেছি। evening এ Facebook post like করেছি।,"Today I watched a TikTok video. I learned some funny trends. I shared it with a friend. In the evening, I liked a Facebook post."
আজকে আমি phone এ call করেছি friend কে। আমরা cinema plan discuss করেছি। evening এ cinema এ মিলিত হয়েছি।,"Today I called a friend. We discussed cinema plans. In the evening, we met at the cinema."
আমি আজকে Instagram reels দেখেছি। friends সঙ্গে share করেছি। কিছু new trend শিখেছি। afternoon এ TikTok video দেখেছি।,"Today I watched Instagram reels. I shared them with friends. I learned some new trends. In the afternoon, I watched a TikTok video."
আজকে আমি WhatsApp group এ message pathিয়েছি। friends আমাকে funny meme পাঠিয়েছে। আমরা laugh করেছি। evening এ Messenger video দেখেছি।,"Today I sent a message in the WhatsApp group. My friends sent me a funny meme. We laughed. In the evening, I watched a video on Messenger."
আমি আজকে Messenger এ call করেছি friend কে। আমরা dinner plan discuss করেছি। evening এ restaurant এ মিলিত হয়েছি।,"Today I called a friend on Messenger. We discussed our dinner plans. In the evening, we met at the restaurant."
আজকে আমি Twitter এ post share করেছি। followers অনেক like দিয়েছে। আমি comment reply করেছি। afternoon এ Instagram story upload করেছি।,"Today I shared a post on Twitter. Many followers liked it. I replied to the comments. In the afternoon, I uploaded an Instagram story."
আমি আজকে WhatsApp group এ voice message pathিয়েছি। friends আমাকে response দিয়েছে। আমরা weekend plan finalize করেছি।,Today I sent a voice message in a WhatsApp group. My friends responded. We finalized the weekend plan.
আজকে আমি Messenger এ friend কে funny GIF pathিয়েছি। সে আমাকে video পাঠিয়েছে। আমরা laugh করেছি। afternoon এ TikTok video দেখেছি।,"Today I sent a funny GIF to a friend on Messenger. He sent me a video. We laughed. In the afternoon, I watched a TikTok video."
আমি আজকে TikTok video দেখেছি। কিছু funny trend শিখেছি। আমি friend কে share করেছি। evening এ Facebook post like করেছি।,"Today I watched a TikTok video. I learned some funny trends. I shared it with a friend. In the evening, I liked a Facebook post."
আজকে আমি phone এ call করেছি friend কে। আমরা cinema plan discuss করেছি। evening এ cinema এ মিলিত হয়েছি।,"Today I called a friend. We discussed cinema plans. In the evening, we met at the cinema."
